uf,cidade,bairro,latitude,longitude,data_ocorrencia,fonte_ocorrencia,presenca_agentes,acao_policial,civis_mortos_ocorrencia,civis_feridos_ocorrencia,agentes_mortos_ocorrencia,agentes_feridos_ocorrencia,chacina_ocorrencia,motivo_principal,color,mortos_total,feridos_total,mes
Bahia,SALVADOR,IAPI,-12.95702602758666,-38.481075510244914,2024-04-05 02:00:00,Imprensa,Sim,Sim,1.0,1.0,,,Não,Ação policial,#fe9600,,,4
Bahia,SALVADOR,FAZENDA GRANDE DO RETIRO,-12.939853626206016,-38.47946132685351,2024-04-05 02:00:00,Imprensa,Sim,Sim,2.0,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,SÃO JOÃO DE MERITI,VILAR DOS TELES,-22.762181950068477,-43.35578974599779,2024-04-04 20:00:00,Polícia,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,VARGEM PEQUENA,-22.99378003825956,-43.44774649158308,2024-04-04 22:30:00,Usuário,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,MARACANA,-22.9151895,-43.2287721,2024-04-04 20:05:00,Imprensa,Não,Não,1.0,1.0,,,Não,Tentativa/Roubo,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,VARGEM PEQUENA,-22.9944043854936,-43.4458335703613,2024-04-04 18:00:00,Polícia,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,SEROPÉDICA,BOA ESPERANCA,-22.738403,-43.6993727,2024-04-04 18:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,PIRAJA,-12.902616189315838,-38.47000438282329,2024-04-04 14:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,BARROS FILHO,-22.831091302782387,-43.36796382486031,2024-04-04 18:15:00,Usuário,Não,Não,1.0,,,,Não,Disputa,#fe9600,,,4
Bahia,SALVADOR,CABULA,-12.9529636,-38.4601736,2024-04-04 14:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,CENTRO,-12.985795305738256,-38.523060716008,2024-04-03 16:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,BARRA DE JANGADA,-8.212959957208154,-34.9332008633182,2024-04-03 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,BARRA DE JANGADA,-8.217203452151807,-34.956545330570805,2024-04-03 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,REALENGO,-22.87319947186337,-43.44202011823654,2024-04-04 07:59:00,Usuário,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,4
Pernambuco,MORENO,"BELA VISTA, MATERNIDADE",-8.11584550637256,-35.08851674365344,2024-04-03 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,IGARASSU,ALTO DO CEU,-7.80823957566945,-34.93087761904154,2024-04-03 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,JARDIM SANTO INACIO,-12.9302854,-38.4637816,2024-04-04 02:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,CASCADURA,-22.8850951874697,-43.337939003183074,2024-04-04 08:35:00,Imprensa,Sim,Sim,3.0,1.0,,,Sim,Operação policial,#fe0000,,,4
Bahia,SALVADOR,ITACARANHA,-12.8888906,-38.4836782,2024-04-03 21:00:00,Imprensa,Sim,Sim,,,,,Não,Tentativa/Roubo,#fe9600,,,4
Bahia,SALVADOR,IAPI,-12.9567732,-38.4804033,2024-04-03 21:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,VARGEM PEQUENA,-22.9905516,-43.43146907,2024-04-03 18:00:00,Imprensa,Sim,Sim,3.0,,,,Sim,Ação policial,#fe0000,,,4
Bahia,CAMACARI,JARDIM LIMOEIRO,-12.711661499722902,-38.29446542632635,2024-04-03 18:40:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,GUARATIBA,-22.9826752,-43.6219747,2024-04-03 20:18:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,COSME DE FARIAS,-12.980922574593489,-38.49169738459693,2024-04-03 10:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Bahia,SALVADOR,VALERIA,-12.857063289056434,-38.43926789692328,2024-04-03 14:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,SEROPÉDICA,CAMPO LINDO,-22.8081261,-43.6345554,2024-04-03 15:00:00,Imprensa,Sim,Sim,,,,2.0,Não,Ação policial,#fe9600,,,4
Bahia,CAMACARI,JARDIM LIMOEIRO,-12.7108464,-38.2986832,2024-04-02 08:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,4
Pernambuco,RECIFE,LINHA DO TIRO,-8.0049086,-34.9004981,2024-04-03 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,ABREU E LIMA,TIMBO,-7.9128604,-34.9037051,2024-04-03 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,BRAS DE PINA,-22.82247302,-43.28508894,2024-04-03 12:03:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,CANDEIAS,-8.195267702397206,-34.93518154076966,2024-04-02 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,CABO DE SANTO AGOSTINHO,SUAPE,-8.3536618,-34.9575528,2024-04-03 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,BRASILIA TEIMOSA,-8.086803849001615,-34.88010304601833,2024-04-03 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,ABREU E LIMA,CENTRO,-7.9073278,-34.9013691,2024-04-02 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,TORROES,-8.05839686,-34.93785631,2024-04-02 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,PAULISTA,MIRUEIRA,-7.961308165238309,-34.89173420980523,2024-04-03 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,CABO DE SANTO AGOSTINHO,ENGENHO ILHA,-8.24545078,-34.98407093,2024-04-02 00:00:00,Imprensa,Sim,Sim,,2.0,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,DUQUE DE CAXIAS,CENTENARIO,-22.77318335,-43.3176624,2024-04-03 08:30:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,NOVA BRASILIA,-12.919072432077698,-38.41125616796416,2024-04-01 00:00:00,Imprensa,Não,Não,,,,,Não,Tentativa/Roubo,#fe9600,,,4
Bahia,SALVADOR,FAZENDA COUTOS,-12.848207,-38.4661609,2024-04-03 02:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,QUEIMADOS,SANTA ROSA,-22.7273874,-43.6015291,2024-04-03 00:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91189634,-43.25524243,2024-04-03 04:00:00,Imprensa,Não,Não,3.0,,,,Sim,Disputa,#fe0000,,,4
Bahia,SALVADOR,PARIPE,-12.840296,-38.4568509,2024-04-03 03:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,SÃO GONÇALO,GALO BRANCO,-22.8309353,-43.0279508,2024-04-02 08:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,SEROPÉDICA,BOA ESPERANCA,-22.7378686699118,-43.69979648902772,2024-04-02 23:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,QUEIMADOS,VALDORIOSA,-22.7275468,-43.5794662,2024-04-02 15:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,QUEIMADOS,VILA CENTRAL,-22.7010744,-43.599671,2024-04-02 08:00:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,BELFORD ROXO,NOVA AURORA,-22.72226629646967,-43.4024600962778,2024-04-02 13:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,NITERÓI,CENTRO,-22.8857935,-43.1222429,2024-04-02 03:20:00,Imprensa,Sim,Não,,1.0,,,Não,Tentativa/Roubo,#fe9600,,,4
Bahia,SALVADOR,NARANDIBA,-12.95360519012449,-38.447098468318735,2024-04-02 19:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,LAURO DE FREITAS,CAJI,-12.881598510333252,-38.34589675901381,2024-04-01 00:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Bahia,SALVADOR,SAO MARCOS,-12.925816870191436,-38.43459362304211,2024-04-02 15:00:00,Imprensa,Não,Não,1.0,,,,Não,Disputa,#fe9600,,,4
Bahia,SALVADOR,IAPI,-12.957054359232558,-38.48572430118867,2024-04-02 02:00:00,Imprensa,Não,Não,,1.0,,,Não,Disputa,#fe9600,,,4
Pernambuco,OLINDA,CAIXA D'AGUA,-7.9957248,-34.9070364,2024-04-02 00:00:00,Usuário,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SIMOES FILHO,CIA I,-12.82944966845158,-38.40833129688734,2024-04-02 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,MARACANA,-22.916363254108223,-43.22550585794983,2024-04-02 14:00:00,Imprensa,Sim,Sim,,,,1.0,Não,Ação policial,#fe9600,,,4
Bahia,SAO SEBASTIAO DO PASSE,IRMA DULCE,-12.51744864394096,-38.48527659999631,2024-04-01 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,CAJUEIRO SECO,-8.174640580424578,-34.93224019854694,2024-04-01 00:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,COSTA BARROS,-22.82320459700892,-43.376317282639775,2024-04-02 02:00:00,Imprensa,Sim,Sim,1.0,1.0,,,Não,Operação policial,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,CURADO,-8.0699271,-34.9978625,2024-04-01 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,SANTO ALEIXO,-8.0937531,-35.0176765,2024-04-01 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,ANIL,-22.969696,-43.324613,2024-04-02 02:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,MARE,-22.8723298,-43.2390005,2024-04-02 09:25:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,COELHO NETO,-22.830999,-43.3482265,2024-03-30 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,CASCADURA,-22.89172205777511,-43.33415412444524,2024-04-02 02:08:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,SÃO GONÇALO,JARDIM CATARINA,-22.7921669,-42.99979769999999,2024-04-01 07:30:00,Imprensa,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,4
Bahia,SALVADOR,SAO CAETANO,-12.936696356716595,-38.48068431461119,2024-04-01 02:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,ITANHANGA,-22.98600388,-43.30455399,2024-04-01 19:25:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,NOVA IGUAÇU,VIGA,-22.7397875,-43.4428455,2024-03-31 22:00:00,Imprensa,Sim,Não,1.0,,,,Não,Briga,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,BRAS DE PINA,-22.8261299,-43.2899823,2024-04-01 15:15:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,BOCA DO RIO,-12.981975505793514,-38.435896379145255,2024-04-01 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Disputa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,PIEDADE,-22.87657404,-43.30422326,2024-04-01 08:00:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,4
Pernambuco,PAULISTA,PARATIBE,-7.9368362,-34.8998878,2024-03-30 00:00:00,Usuário,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,RECIFE,BOA VIAGEM,-8.1149721,-34.8949868,2024-03-29 00:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,3
Pernambuco,JABOATAO DOS GUARARAPES,BARRA DE JANGADA,-8.2205461599608,-34.9592396087258,2024-03-31 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,CABO DE SANTO AGOSTINHO,CENTRO,-8.291521223933863,-35.03432072784402,2024-04-01 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,GOIANA,GOIANA,-7.560864299718292,-35.01827121610337,2024-03-31 00:00:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,ROCHA MIRANDA,-22.8529625,-43.3446999,2024-04-01 10:45:00,Imprensa,Não,Não,,1.0,,,Não,Disputa,#fe9600,,,4
Pernambuco,ILHA DE ITAMARACA,"AREA RURAL - MACAXEIRA, ENGENHO SAO JOAO",-7.7554837,-34.8513794,2024-03-30 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,RECIFE,GUABIRABA,-7.952764897605177,-34.95225899039224,2024-03-30 00:00:00,Imprensa,Sim,Não,,,1.0,,Não,Homicidio/Tentativa,#fe9600,,,3
Bahia,SALVADOR,ALTO DO COQUEIRINHO,-12.93896496525538,-38.37350728315063,2024-04-01 03:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,PRACA SECA,-22.8923402,-43.3482302,2024-04-01 08:02:00,Imprensa,Sim,Sim,,2.0,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,VILA DA PENHA,-22.8395625,-43.3051211,2024-03-31 19:46:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,TIJUCA,-22.927856417961117,-43.23629613914796,2024-03-31 20:20:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Bahia,SALVADOR,COMERCIO,-12.964373649596356,-38.50573169543364,2024-03-31 20:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,3
Bahia,SALVADOR,CANABRAVA,-12.923149230513022,-38.422866077381066,2024-03-31 19:00:00,Imprensa,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,GUADALUPE,-22.8401032,-43.3781182,2024-03-31 21:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Bahia,SALVADOR,PERIPERI,-12.86549826193421,-38.47762977059669,2024-03-31 12:00:00,Imprensa,Não,Não,,,,,Não,Ataque a civis,#fe9600,,,3
Rio de Janeiro,SÃO JOÃO DE MERITI,COELHO DA ROCHA,-22.7712077,-43.3859835,2024-03-30 15:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,GARDENIA AZUL,-22.9582037,-43.3529536,2024-03-30 15:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Bahia,SALVADOR,CENTRO HISTORICO,-12.9752783,-38.5118265,2024-03-31 11:00:00,Imprensa,Não,Não,,1.0,,,Não,Tentativa/Roubo,#fe9600,,,3
Bahia,SALVADOR,CIDADE NOVA,-12.9653762,-38.4845305,2024-03-31 09:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Bahia,SALVADOR,COSTA AZUL,-12.992817968677864,-38.44362722537842,2024-03-30 22:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,3
Bahia,SAO SEBASTIAO DO PASSE,CENTRO,-12.5096459,-38.4917159,2024-03-30 21:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Bahia,SALVADOR,PARIPE,-12.843940313083012,-38.464432934517504,2024-03-30 23:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Rio de Janeiro,SÃO GONÇALO,APOLLO III,-22.7834425,-42.9438267,2024-03-30 02:30:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,3
Bahia,DIAS D'AVILA,URBIS,-12.616915954937388,-38.30003916112866,2024-03-30 18:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Bahia,SALVADOR,PERNAMBUES,-12.966465100140615,-38.462708389972256,2024-03-29 23:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,3
Rio de Janeiro,SEROPÉDICA,BOA ESPERANCA,-22.7280837,-43.6902872,2024-03-30 20:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Bahia,SALVADOR,JARDIM SANTO INACIO,-12.930028218494444,-38.4647510435586,2024-03-30 14:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,TURIACU,-22.865777401884163,-43.343942110780525,2024-03-30 04:30:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,OLINDA,PEIXINHOS,-8.011248436470709,-34.87198866094287,2024-03-29 00:00:00,Imprensa,Sim,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,OLINDA,PEIXINHOS,-8.015022641303416,-34.87188673700046,2024-03-29 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Bahia,SALVADOR,SUSSUARANA,-12.9280042,-38.4415269,2024-03-30 01:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,3
Pernambuco,RECIFE,CAMPO GRANDE,-8.036096520349425,-34.875437848381445,2024-03-30 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,CAMPINHO,-22.887062155464346,-43.34029934711617,2024-03-30 09:00:00,Imprensa,Sim,Sim,,1.0,,,Não,Operação policial,#fe9600,,,3
Pernambuco,RECIFE,BARRO,-8.088888276961606,-34.9382597041087,2024-03-29 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,RECIFE,IMBIRIBEIRA,-8.115402161900604,-34.9041782446667,2024-03-29 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,RECIFE,LINHA DO TIRO,-8.012211318795863,-34.907941796332004,2024-03-29 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,CABO DE SANTO AGOSTINHO,PONTE DOS CARVALHOS,-8.233137921248728,-34.990177328134166,2024-03-29 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,OLINDA,OURO PRETO,-7.994660419404825,-34.86923781751241,2024-03-29 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,3
Rio de Janeiro,SÃO JOÃO DE MERITI,TOMAZINHO,-22.7937647667722,-43.3937306329608,2024-03-30 03:50:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,INHOAIBA,-22.9226143,-43.6032963,2024-03-30 02:05:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Bahia,CANDEIAS,SANTO ANTONIO,-12.6739188,-38.5335965,2024-03-29 21:00:00,Imprensa,Sim,Sim,,3.0,,,Não,Disputa,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,PIEDADE,-22.87657404,-43.30422326,2024-03-29 22:40:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,PIEDADE,-22.876712429275667,-43.30415888698365,2024-03-29 20:30:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Bahia,SALVADOR,PARIPE,-12.844921874358024,-38.46299452582135,2024-03-29 15:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,VARGEM PEQUENA,-22.9905516,-43.43146907,2024-03-29 20:11:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,3
Bahia,SALVADOR,SAO CRISTOVAO,-12.907301192848443,-38.35910802882322,2024-03-29 00:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,3
Rio de Janeiro,SÃO JOÃO DE MERITI,PARQUE ARARUAMA,-22.802453826480683,-43.33452621702309,2024-03-29 04:00:00,Imprensa,Sim,Sim,,,,,Não,Arrastão,#fe9600,,,3
Pernambuco,RECIFE,PINA,-8.093962509544399,-34.88712377458614,2024-03-28 00:00:00,Imprensa,Não,Não,2.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,RECIFE,NOVA DESCOBERTA,-8.001236784698513,-34.927026035048016,2024-03-28 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,FREGUESIA (JACAREPAGUA),-22.939522513022624,-43.32406392578123,2024-03-29 11:17:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Pernambuco,CABO DE SANTO AGOSTINHO,PONTE DOS CARVALHOS - GURJAU/BOM JESUS,-8.238409371665197,-35.03444296810867,2024-03-28 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,ABREU E LIMA,CAETES I,-7.918333456505983,-34.921520215194505,2024-03-28 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,3
Pernambuco,RECIFE,MACAXEIRA,-8.005156911882347,-34.93383892746753,2024-03-28 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,RECIFE,PINA,-8.095158699999999,-34.8820633,2024-03-28 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,JABOATAO DOS GUARARAPES,BARRA DE JANGADA,-8.225490283068845,-34.93574949811574,2024-03-28 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,RECIFE,BOMBA DO HEMETERIO,-8.0238418,-34.8991852,2024-03-28 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,3
Pernambuco,JABOATAO DOS GUARARAPES,CAJUEIRO SECO,-8.1744449,-34.9313665,2024-03-28 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,FREGUESIA (JACAREPAGUA),-22.939522513022624,-43.32406392578123,2024-03-28 22:50:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,CASCADURA,-22.8850951874697,-43.337939003183074,2024-03-29 06:20:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,ITANHANGA,-22.9819444,-43.3225,2024-03-29 06:30:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Rio de Janeiro,SÃO JOÃO DE MERITI,EDEN,-22.79865978,-43.39718487,2024-03-28 23:26:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Bahia,SALVADOR,RETIRO,-12.953629433063083,-38.47349155418748,2024-03-28 00:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,GARDENIA AZUL,-22.9582037,-43.3529536,2024-03-28 20:45:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,3
Rio de Janeiro,RIO DE JANEIRO,CAMPINHO,-22.888673268816,-43.34392569370431,2024-03-28 20:07:00,Imprensa,Não,Não,1.0,,,,Não,Disputa,#fe9600,,,3
Rio de Janeiro,SEROPÉDICA,BOA ESPERANCA,-22.742778,-43.6855685,2024-03-28 18:10:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,3
Bahia,CAMACARI,LAMA PRETA,-12.70001123922269,-38.34202463627081,2024-03-27 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
Bahia,SALVADOR,COMERCIO,-12.9645123,-38.5060661,2024-03-28 08:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,3
Bahia,SALVADOR,FAZENDA COUTOS,-12.8515157,-38.4566953,2024-03-28 14:45:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,3
Bahia,LAURO DE FREITAS,ITINGA,-12.886710054116875,-38.34497248595527,2024-03-28 00:00:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,3
Pernambuco,CABO DE SANTO AGOSTINHO,COHAB,-8.296662358735563,-35.027273201584684,2024-03-27 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,3
