uf,cidade,bairro,latitude,longitude,data_ocorrencia,fonte_ocorrencia,presenca_agentes,acao_policial,civis_mortos_ocorrencia,civis_feridos_ocorrencia,agentes_mortos_ocorrencia,agentes_feridos_ocorrencia,chacina_ocorrencia,motivo_principal,color,mortos_total,feridos_total,mes
Pernambuco,CABO DE SANTO AGOSTINHO,CHARNECA,-8.3003989,-35.0622219,2024-05-08 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,MARE,-22.869613475460696,-43.23750641956416,2024-05-09 05:55:00,Imprensa,Sim,Sim,2.0,,,,Não,Operação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,BARRA DA TIJUCA,-23.0110064,-43.3091914,2024-05-09 00:20:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,BELFORD ROXO,PAULINE,-22.7330121,-43.3609919,2024-05-08 20:30:00,Usuário,Não,Não,,,,,Não,Disputa,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,FREGUESIA (JACAREPAGUA),-22.9358672,-43.3313319,2024-05-08 23:31:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,MESQUITA,JACUTINGA,-22.771075,-43.412645,2024-05-08 23:05:00,Usuário,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,DUQUE DE CAXIAS,XEREM,-22.5788539,-43.3149785,2024-04-28 20:00:00,Imprensa,Não,Não,1.0,,,,Não,Briga,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,GARDENIA AZUL,-22.9560372,-43.3549374,2024-05-08 04:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,ANCHIETA,-22.8208388,-43.396871,2024-05-08 03:02:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Pernambuco,ILHA DE ITAMARACA,RIO AMBAR,-7.7661051,-34.835934,2024-05-07 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,SALVADOR,PIRAJA,-12.9040987,-38.4567833,2024-05-07 23:50:00,Imprensa,Sim,Sim,1.0,,,,Não,Disputa,#fe9600,,,5
Bahia,SALVADOR,FAZENDA COUTOS,-12.8479963,-38.4666967,2024-05-08 07:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,INHAUMA,-22.8716962,-43.281737,2024-05-08 09:41:00,Polícia,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,PACIENCIA,-22.8809766,-43.6317964,2024-05-07 20:00:00,Imprensa,Não,Não,,1.0,,,Não,Tentativa/Roubo,#fe9600,,,5
Pernambuco,IGARASSU,SITIO DOS MARCOS,-7.8144297,-34.8973199,2024-05-07 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,SALVADOR,MIRANTES DE PERIPERI,-12.871414176779854,-38.46624163320327,2024-05-08 05:50:00,Imprensa,Sim,Sim,1.0,,,,Não,Disputa,#fe9600,,,5
Bahia,SALVADOR,COSME DE FARIAS,-12.9773632,-38.4910209,2024-05-07 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,SALVADOR,VISTA ALEGRE,-12.85446977236698,-38.45606047483405,2024-05-08 06:50:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,CORDOVIL,-22.819569,-43.2943808,2024-05-08 06:10:00,Usuário,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,VIGARIO GERAL,-22.8086939,-43.3071081,2024-05-08 06:00:00,Usuário,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,5
Rio de Janeiro,SÃO JOÃO DE MERITI,EDEN,-22.794406132915444,-43.392863273620605,2024-05-08 02:49:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,SÃO JOÃO DE MERITI,EDEN,-22.79390509485127,-43.39356064796448,2024-05-08 00:30:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,COSMOS,-22.9120556,-43.6146683,2024-05-07 20:29:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,REALENGO,-22.865377635569164,-43.429294200666185,2024-05-07 17:00:00,Polícia,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,SÃO JOÃO DE MERITI,VILAR DOS TELES,-22.772296,-43.3632538,2024-05-07 15:00:00,Imprensa,Sim,Sim,,,,,Não,Tentativa/Roubo,#fe9600,,,5
Bahia,SALVADOR,MUSSURUNGA,-12.909045323742095,-38.37619727315326,2024-05-07 20:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,5
Bahia,SALVADOR,FAZENDA GRANDE DO RETIRO,-12.942891728583035,-38.47750836538194,2024-05-07 17:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,GUADALUPE,-22.8355797,-43.3736678,2024-05-07 18:30:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Bahia,SALVADOR,JARDIM NOVA ESPERANCA,-12.82834400236293,-38.36809793458208,2024-05-07 16:00:00,Imprensa,Sim,Sim,2.0,,,,Não,Ação policial,#fe9600,,,5
Bahia,SALVADOR,MIRANTES DE PERIPERI,-12.871414176779854,-38.46624163320327,2024-05-07 15:00:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,5
Pernambuco,CABO DE SANTO AGOSTINHO,PONTEZINHA,-8.21846360214264,-34.96324979817178,2024-05-07 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,PAULISTA,JARDIM MARANGUAPE,-7.951189258535098,-34.85119241506404,2024-05-06 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,OLINDA,SAO BENEDITO,-8.002942,-34.8937574,2024-05-06 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,GOIANA,TEJUCOPAPO,-7.6038039,-34.8975033,2024-05-06 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,CAMACARI,MONTE GORDO,-12.643497860624066,-38.08405808783493,2024-05-07 02:00:00,Imprensa,Não,Não,1.0,,,,Não,Tortura,#fe9600,,,5
Pernambuco,SAO LOURENCO DA MATA,NOSSA SENHORA DA LUZ,-8.0308457,-35.148879,2024-05-06 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,SALVADOR,STIEP,-12.9847159,-38.4420633,2024-05-06 22:00:00,Imprensa,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,CURICICA,-22.952272220838605,-43.39206699281932,2024-05-07 23:30:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,COSTA BARROS,-22.8246094,-43.3726806,2024-05-06 23:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,TANQUE,-22.91094354,-43.37403875,2024-05-06 19:48:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,REALENGO,-22.8653491,-43.4324978,2024-05-06 18:16:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,QUEIMADOS,SAO ROQUE,-22.716552,-43.56326,2024-05-06 03:00:00,Imprensa,Não,Não,,3.0,,,Não,Não identificado,#fe9600,,,5
Pernambuco,RECIFE,JORDAO,-8.136255899104938,-34.93494199972991,2024-05-06 02:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,SALVADOR,CASTELO BRANCO,-12.905649240297912,-38.43942799210214,2024-05-06 13:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,OLINDA,PEIXINHOS,-8.010316171234653,-34.8719893342988,2024-05-04 12:00:00,Imprensa,Sim,Não,1.0,,,,Não,Briga,#fe9600,,,5
Rio de Janeiro,DUQUE DE CAXIAS,DR. LAUREANO,-22.7600138,-43.3077331,2024-05-04 22:00:00,Imprensa,Não,Não,,1.0,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,ANIL,-22.957747,-43.3360863,2024-05-05 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,CASCADURA,-22.8850951874697,-43.337939003183074,2024-05-06 12:10:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,RIO COMPRIDO,-22.92595723,-43.21575894,2024-05-05 23:59:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Pernambuco,CABO DE SANTO AGOSTINHO,COHAB,-8.288579553217957,-35.031032306261764,2024-05-05 00:00:00,Imprensa,Não,Não,2.0,2.0,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,RECIFE,COHAB,-8.12777146463448,-34.95640003503956,2024-05-05 00:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,RECIFE,IMBIRIBEIRA,-8.084902314584147,-34.90525220739993,2024-05-05 00:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,CAMACARI,SANTA MARIA,-12.717816606167837,-38.34158242949981,2024-05-05 19:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,PAULISTA,FRAGOSO,-7.969208699999999,-34.8627589,2024-05-05 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,RECIFE,MADALENA,-8.0480449591829,-34.90513014972784,2024-05-05 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,SALVADOR,BOM JUA,-12.9450902,-38.4732199,2024-05-06 05:10:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,5
Bahia,SALVADOR,SANTA LUZIA,-12.931355663215584,-38.48745145351753,2024-05-05 15:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,JACAREPAGUA,-22.9513367,-43.3934214,2024-05-06 04:30:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,BELFORD ROXO,SANTA AMELIA,-22.7464797,-43.3885447,2024-05-05 18:00:00,Imprensa,Sim,Não,,1.0,,,Não,Tentativa/Roubo,#fe9600,,,5
Rio de Janeiro,BELFORD ROXO,PAULINE,-22.7355732,-43.3635554,2024-05-05 21:41:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Bahia,CAMACARI,VILA DE ABRANTES,-12.83055405515178,-38.26826976581549,2024-05-05 20:40:00,Imprensa,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,FLAMENGO,-22.9319144,-43.1745536,2024-05-05 10:00:00,Imprensa,Não,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,GARDENIA AZUL,-22.9582037,-43.3529536,2024-05-05 18:33:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91189634,-43.25524243,2024-05-05 07:02:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,CASCADURA,-22.8824151,-43.3352074,2024-05-05 06:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,BRAS DE PINA,-22.82247302,-43.28508894,2024-05-04 20:35:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,CORDOVIL,-22.819569,-43.2943808,2024-05-04 20:27:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,GARDENIA AZUL,-22.9582037,-43.3529536,2024-05-04 18:37:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Bahia,SALVADOR,BROTAS,-12.983122580512294,-38.49724438657957,2024-05-05 10:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,SALVADOR,COSME DE FARIAS,-12.9781713,-38.4957612,2024-05-05 02:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,SALVADOR,SAO CRISTOVAO,-12.907978604402492,-38.375612673110666,2024-05-05 02:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,5
Bahia,CAMACARI,JAUA,-12.82532663410493,-38.231496587146864,2024-05-04 19:00:00,Imprensa,Não,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,5
Bahia,SIMOES FILHO,NI,-12.73488177394116,-38.39859741705614,2024-05-04 14:00:00,Imprensa,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,5
Bahia,CAMACARI,AREIAS,-12.8131404,-38.2434082,2024-05-04 04:00:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,5
Bahia,SALVADOR,CAJAZEIRAS XI,-12.8790821,-38.4087181,2024-05-04 03:00:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,5
Bahia,SALVADOR,BAIRRO DA PAZ,-12.925053711874565,-38.375831288551865,2024-05-04 02:00:00,Imprensa,Não,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,5
Pernambuco,RECIFE,JIQUIA,-8.078588903092315,-34.92449924644752,2024-05-03 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Não identificado,#fe9600,,,5
Pernambuco,OLINDA,PEIXINHOS,-8.01377677405908,-34.878310724035195,2024-05-03 19:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,RECIFE,IPUTINGA,-8.036787164246961,-34.93510946745911,2024-05-03 00:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,5
Pernambuco,RECIFE,IBURA,-8.113661778559356,-34.94311247301636,2024-05-03 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,JABOATAO DOS GUARARAPES,MURIBEQUINHA,-8.130882119490874,-35.01136083636118,2024-05-03 19:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,RECIFE,CAMPINA DO BARRETO,-8.016807941059115,-34.88307266025428,2024-05-03 14:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,SALVADOR,PERNAMBUES,-12.96854128901698,-38.45894461146209,2024-05-03 20:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Rio de Janeiro,JAPERI,NI,-22.6468326,-43.654758,2024-05-03 18:00:00,Polícia,Sim,Sim,,2.0,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,BRAS DE PINA,-22.8344389,-43.3027813,2024-05-03 20:27:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Bahia,SALVADOR,SARAMANDAIA,-12.975314572870596,-38.4695073545474,2024-05-03 15:00:00,Imprensa,Sim,Sim,2.0,,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,CAMPINHO,-22.887259839113543,-43.340234974099815,2024-05-03 15:55:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,5
Bahia,CAMACARI,CATU DE ABRANTES,-12.853370799178998,-38.28233105258582,2024-05-03 05:00:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,ROCHA MIRANDA,-22.85346116,-43.34077327,2024-05-03 14:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Bahia,SALVADOR,COUTOS,-12.851868809908602,-38.46471187116434,2024-05-03 10:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,5
Pernambuco,RECIFE,IBURA,-8.120639559926918,-34.94374663630966,2024-05-02 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,ILHA DE ITAMARACA,PILAR,-7.754856300085682,-34.82663422578125,2024-05-02 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,RECIFE,JIQUIA,-8.075734647554352,-34.92911821229132,2024-05-03 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,SALVADOR,PATAMARES,-12.9652733,-38.4062158,2024-05-02 22:30:00,Imprensa,Não,Não,,1.0,,,Não,Briga,#fe9600,,,5
Bahia,SALVADOR,MUSSURUNGA,-12.908536890432272,-38.37682422820701,2024-05-03 07:30:00,Imprensa,Não,Não,,2.0,,,Não,Disputa,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91189634,-43.25524243,2024-05-02 23:17:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,5
Rio de Janeiro,ITAGUAÍ,BRISA MAR,-22.872963970070614,-43.80472567626134,2024-05-02 16:00:00,Polícia,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,CAVALCANTI,-22.86902669,-43.31696145,2024-05-02 17:50:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,PIEDADE,-22.890481945346554,-43.309865349737535,2024-05-02 15:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,5
Rio de Janeiro,SEROPÉDICA,PIRANEMA,-22.82106261872305,-43.690475602722174,2024-05-02 12:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,COMPLEXO DO ALEMAO,-22.86489904865665,-43.26886171160889,2024-05-02 19:19:00,Imprensa,Sim,Sim,,2.0,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,CAVALCANTI,-22.86902669,-43.31696145,2024-05-02 19:12:00,Usuário,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,MANGUEIRA,-22.907758945832143,-43.23836232154725,2024-05-02 18:00:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.908262029723133,-43.24699556779247,2024-05-02 17:44:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,CAVALCANTI,-22.86902669,-43.31696145,2024-05-02 16:00:00,Imprensa,Sim,Sim,2.0,,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,BANGU,-22.86909773,-43.47777013,2024-05-02 15:00:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,5
Rio de Janeiro,NOVA IGUAÇU,PONTO CHIC,-22.7229128,-43.47074019999999,2024-05-01 14:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,SALVADOR,COSME DE FARIAS,-12.978979525362483,-38.4894984951065,2024-05-01 22:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,5
Bahia,SALVADOR,VALERIA,-12.8736298,-38.4327995,2024-05-02 10:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,OLINDA,PEIXINHOS,-8.013920346545797,-34.87797858393643,2024-05-01 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Rio de Janeiro,SÃO JOÃO DE MERITI,VILAR DOS TELES,-22.7756715,-43.3591318,2024-05-02 13:00:00,Imprensa,Sim,Não,,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,JABOATAO DOS GUARARAPES,CURADO,-8.066142389835148,-35.00043161657288,2024-05-01 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,SALVADOR,SAO CAETANO,-12.931764484784484,-38.47695756617841,2024-05-01 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91189634,-43.25524243,2024-05-02 03:03:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Bahia,SALVADOR,ARENOSO,-12.946965159430588,-38.44290595041819,2024-05-02 01:00:00,Imprensa,Sim,Sim,2.0,,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,CIDADE DE DEUS,-22.948364086454937,-43.35963637439948,2024-05-02 07:15:00,Polícia,Sim,Sim,,1.0,,,Não,Operação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,CIDADE DE DEUS,-22.948443124187403,-43.35972220509027,2024-05-02 05:00:00,Usuário,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,BRAS DE PINA,-22.835,-43.300278,2024-05-02 01:37:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,CORDOVIL,-22.821171,-43.2928274,2024-05-02 02:13:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,CORDOVIL,-22.8240607,-43.3047018,2024-05-01 22:49:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91,-43.2575,2024-05-01 23:53:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,5
Bahia,SALVADOR,MATA ESCURA,-12.931848420624643,-38.45781189143638,2024-05-01 20:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,SALVADOR,PRAIA GRANDE,-12.871586627000667,-38.47702971516832,2024-05-01 15:00:00,Imprensa,Não,Não,,1.0,,,Não,Tortura,#fe9600,,,5
Bahia,SALVADOR,LOBATO,-12.918275132352711,-38.4815907828207,2024-05-01 15:00:00,Imprensa,Não,Não,,3.0,,,Não,Homicidio/Tentativa,#fe9600,,,5
Bahia,CAMACARI,MORRO DA MANTEIGA,-12.6922687,-38.315565,2024-05-01 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,JABOATAO DOS GUARARAPES,SUCUPIRA,-8.105782341310176,-34.97560192090149,2024-05-01 03:00:00,Imprensa,Não,Não,1.0,,,,Não,Briga,#fe9600,,,5
Pernambuco,RECIFE,IMBIRIBEIRA,-8.094591473091393,-34.91663452540894,2024-05-01 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,SAO LOURENCO DA MATA,TIUMA,-7.977235511738064,-35.083823327491764,2024-05-01 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,5
Pernambuco,RECIFE,VARZEA,-8.0483995,-34.9590902,2024-04-30 00:00:00,Imprensa,Não,Não,1.0,2.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,BOMBA DO HEMETERIO,-8.023806929945268,-34.89918375530486,2024-04-30 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,VALERIA,-12.867249197682009,-38.43868799946163,2024-04-30 22:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,BELFORD ROXO,NOVA AURORA,-22.7178959,-43.3987348,2024-05-01 05:58:00,Polícia,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,5
Rio de Janeiro,RIO DE JANEIRO,BRAS DE PINA,-22.8319059,-43.302209,2024-04-30 22:10:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,PERNAMBUES,-12.970041265875077,-38.45696568489075,2024-04-30 22:09:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,ENGENHO VELHO DA FEDERACAO,-13.003330410435524,-38.49772474961572,2024-04-30 16:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,PENHA,-22.840110504985702,-43.27839036315994,2024-04-30 18:30:00,Imprensa,Não,Não,2.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,VILA KENNEDY,-22.851569,-43.487404,2024-04-30 10:00:00,Imprensa,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,BULHOES,-8.11201782221812,-35.02936795024101,2024-04-30 14:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,IGARASSU,TABATINGA,-7.812715596419671,-34.913663236770624,2024-04-29 21:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,AREIAS,-8.093226364678165,-34.93175384720634,2024-04-29 21:00:00,Usuário,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,SAO LOURENCO DA MATA,MURIBARA,-8.002016541192274,-35.0510082215184,2024-04-29 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,IPOJUCA,CAMPO DO AVIAO,-8.3962123,-35.0575504,2024-04-29 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Briga,#fe9600,,,4
Pernambuco,RECIFE,COHAB,-8.1185301,-34.9547489,2024-04-29 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,MARCOS FREIRE,-8.145137544480182,-34.978466688908426,2024-04-29 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,COELHOS,-8.068229064030382,-34.88737581863404,2024-04-29 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
